name,steam_id,position,role,gp_s,pts,g,a,p_per_gp,shots,passes,exits,entries,hits,turnovers,takeaways,touches,possession_s,fow,fol,gp_g,sa,ga,body_sv,stick_sv,gaa,sv_pct,wins,so,sp,sp_per_gp,xG,xGA,team_id,player_key,toi_s,toi_g,toi_total,toi_gp_s,toi_gp_g,toi_gp,blocks,defensive_passes,offensive_passes,defensive_turnovers,offensive_turnovers,defensive_takeaways,offensive_takeaways
Chippy,76561199591586991,G,,1,0,0,0,0,0,26,9,4,0,3,4,157,81,0,0,5,67,13,31,23,2.492437476034255,0.8059701492537313,0,0,615,98.94176110972079,0.04,10.49,VAN,name:Chippy,900,4694.2,5594.2,900,938.8399999999999,932.3666666666667,0,26,0,3,0,4,0
Gary,,S,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,VAN,name:Gary,0,0,0,0,0,0,0,0,0,0,0,0,0
ttearr,76561198763818494,S,,6,11,1,10,1.8333333333333333,2,57,18,12,1,2,6,341,252.7,0,0,0,0,0,0,0,0,0,0,0,590,98.33333333333333,0.84,0.00,CGY,name:ttearr,5400,0,5400,900,0,900,1,40,17,1,1,5,1
bigbootycheeks,76561199498312895,S,,15,37,25,12,2.421659673185028,79,140,50,105,57,51,17,2157,1669.4,54,41,0,0,0,0,0,0,0,0,0,2900,189.80575816855625,16.38,0.00,CGY,name:bigbootycheeks,13750.9,0,13750.9,916.7266666666667,0,916.7266666666667,0,42,94,7,43,12,5
tov,,G,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,VAN,name:tov,0,0,0,0,0,0,0,0,0,0,0,0,0
moose,76561198127159353,G,,0,4,1,3,0,1,26,6,1,0,2,4,138,74.8,0,0,3,46,12,15,19,3.5810205908683974,0.7391304347826086,0,0,560,167.1142942405252,0.00,6.84,VAN,name:moose,0,3015.9,3015.9,0,1005.3000000000001,1005.3000000000001,0,26,0,1,1,4,0
lain,76561198404691672,S,,2,4,0,4,2,5,40,18,20,2,4,4,336,216.9,0,0,3,33,5,20,8,1.6666666666666667,0.8484848484848485,3,0,561.5,112.3,0.76,7.35,EVT,name:lain,1800,2700,4500,900,900,900,1,35,5,1,3,4,0
Naka,76561198177471671,S/G,,1,1,0,1,1,0,35,8,1,0,2,1,130,44.1,0,0,7,63,14,26,23,2.105333511562625,0.7777777777777778,1,1,702.5,91.83273297699279,0.00,8.63,VIC,name:Nakamura,900,5984.8,6884.8,900,854.9714285714286,860.6,0,35,0,2,0,1,0
Stewpuck,76561198178431387,G,,3,2,1,1,0.6219335222168475,1,40,10,4,1,2,4,169,58.5,0,0,6,56,12,25,19,1.5122661588439565,0.7857142857142857,2,0,666,59.72618027461687,0.15,9.65,VAN,name:Stewpuck,2894.2,7141.6,10035.8,964.7333333333332,1190.2666666666667,1115.0888888888887,0,36,4,0,2,3,1
Puff,76561198317592509,S/G,,12,9,2,7,0.6424339522378116,12,139,51,52,1,28,15,961,813.5,1,2,0,0,0,0,0,0,0,0,0,850.5,60.7100084864732,2.17,0.00,VAN,name:puff,12608.3,0,12608.3,1050.6916666666666,0,1050.6916666666666,5,105,34,14,14,12,3
Miztiku,76561199569458344,G,,0,9,0,9,0,1,76,31,10,0,0,2,267,95.29999999999998,0,0,18,142,26,67,49,1.3833139235866847,0.8169014084507042,13,5,2120,112.79328915399121,0.00,18.12,CGY,name:Miztiku,0,16915.9,16915.9,0,939.7722222222224,939.7722222222224,0,76,0,0,0,2,0
ZDawg,,S,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,EVT,name:ZDawg,0,0,0,0,0,0,0,0,0,0,0,0,0
Biage,76561198084263969,S,,21,29,6,23,1.288316303864949,23,211,55,57,16,16,12,1223,830.3,0,0,0,0,0,0,0,0,0,0,0,1899.5,84.38471790315415,5.36,0.00,EVT,name:Biage,20259,0,20259,964.7142857142857,0,964.7142857142857,3,120,91,2,14,8,4
Dog,76561198177345910,S,,13,15,1,14,0.9991488731821041,7,119,21,26,7,2,19,523,231.4,0,0,0,0,0,0,0,0,0,0,0,1049.5,69.90711616030788,1.89,0.00,EVT,name:Dog,13511.5,0,13511.5,1039.3461538461538,0,1039.3461538461538,7,84,35,1,1,15,4
KeepItKrusty,,S,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,EVT,name:KeepItKrusty,0,0,0,0,0,0,0,0,0,0,0,0,0
LickMyStickLisa,76561199015081675,S/G,,2,3,1,2,2.0107238605898123,1,19,4,3,0,0,0,106,42.3,0,0,3,31,7,16,8,1.5021817401464033,0.7741935483870968,0,0,426.5,69.32830025105207,0.61,5.56,EVT,name:LickMyStickLisa,1342.8,4193.9,5536.7,671.4,1397.9666666666665,1107.34,1,17,2,0,0,0,0
Figgy,76561198084156245,S,,19,35,13,22,1.6656531739946594,85,233,135,146,15,42,37,3004,2236.6999999999994,33,52,0,0,0,0,0,0,0,0,0,2928.5,139.36758057266744,17.76,0.00,EVT,name:Figgy,18911.5,0,18911.5,995.3421052631579,0,995.3421052631579,6,144,87,5,37,29,7
Ziggy,76561199089463668,S,,0,0,0,0,0,0,7,2,1,0,0,2,31,6.1,0,0,1,11,1,3,7,0.4072029680571894,0.9090909090909091,0,0,117.5,47.846348746719755,0.00,1.73,VIC,name:Ziggy,0,2210.2,2210.2,0,2210.2,2210.2,0,7,0,0,0,2,0
Oettinger,76561198023931168,S/G,,21,40,24,16,1.739676710078044,80,196,47,85,0,41,15,1792,1288.4000000000003,40,30,0,0,0,0,0,0,0,0,0,2999.5,130.45400729697732,21.07,0.00,EVT,name:Oettinger,20693.5,0,20693.5,985.4047619047619,0,985.4047619047619,6,64,128,6,35,8,7
mama,76561198064235757,G,,5,15,4,11,3,20,117,40,27,3,10,5,604,374.6,0,0,15,135,26,57,52,1.6942157735832664,0.8074074074074074,10,3,2370.5,116.50747882501351,4.83,17.85,EVT,name:mama,4500,13811.7,18311.7,900,920.7800000000001,915.585,0,91,30,0,11,4,1
robertthomas,76561198946264765,S,,6,5,0,5,0.8044045618676486,1,41,10,6,0,4,7,168,84.10000000000001,0,0,0,0,0,0,0,0,0,0,0,316,50.83836831003539,0.23,0.00,KLN,name:robertthomas,5594.2,0,5594.2,932.3666666666667,0,932.3666666666667,2,25,16,1,3,6,1
Cooley,76561199492781852,S,,11,13,6,7,1.2834013426352509,21,95,12,19,2,12,10,552,332.8999999999999,0,0,0,0,0,0,0,0,0,0,0,1003.5,99.06871133342109,5.11,0.00,KLN,name:Cooley,9116.4,0,9116.4,828.7636363636364,0,828.7636363636364,2,32,63,1,11,5,5
Kadri,76561199733129849,S/G,,18,21,3,18,1.052977586619942,31,221,108,98,26,20,30,1595,1279.5000000000002,0,0,0,0,0,0,0,0,0,0,0,1913.5,95.94631485701234,4.49,0.00,KLN,name:Kadri,17949.1,0,17949.1,997.1722222222221,0,997.1722222222221,15,155,66,4,16,27,3
OfficeLAMP,76561198026639612,S,,10,9,1,8,0.8210596738061692,13,97,25,16,0,8,8,532,332.2,11,16,0,0,0,0,0,0,0,0,0,693.5,63.26720930939759,2.15,0.00,KLN,name:OfficeLAMP,9865.3,0,9865.3,986.53,0,986.53,4,62,35,2,6,7,1
Mal,76561197997922795,S/G,,15,34,17,17,2.3441090853378275,62,140,45,80,0,36,21,1443,1258.7,8,7,0,0,0,0,0,0,0,0,0,2377.5,163.91527501149073,13.10,0.00,CGY,name:Mal,13054,0,13054,870.2666666666667,0,870.2666666666667,0,38,99,4,32,14,7
Niemi,76561198352186342,G,,0,13,0,13,0,0,85,21,2,0,3,4,392,119.00000000000001,0,0,22,218,38,82,98,1.5619291194738765,0.8256880733944953,15,7,3102.5,127.52329192546584,0.00,33.43,KLN,name:Niemi,0,21896,21896,0,995.2727272727273,995.2727272727273,0,85,0,2,1,4,0
Maverick,,G,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,KLN,name:Maverick,0,0,0,0,0,0,0,0,0,0,0,0,0
Invincible,76561198074692393,S/G,,15,18,2,16,1.0804393786806634,20,193,79,76,3,15,25,1131,827.3000000000001,0,0,0,0,0,0,0,0,0,0,0,1507.5,90.48679796450557,4.28,0.00,KLN,name:Invincible,14993.9,0,14993.9,999.5933333333334,0,999.5933333333334,8,151,42,4,11,21,4
Miku,76561198366630907,S,,25,24,9,15,0.83750145399558,42,326,84,93,12,24,38,1722,1195.0000000000002,12,20,0,0,0,0,0,0,0,0,0,2497,87.1350471094568,8.61,0.00,VIC,name:Miku,25790.999999999996,0,25790.999999999996,1031.6399999999999,0,1031.6399999999999,13,198,112,7,16,31,5
Sho,76561199883277940,S/G,,11,5,0,5,0.41652011329347083,2,74,11,5,1,5,10,344,171.00000000000003,0,0,0,0,0,0,0,0,0,0,0,438.5,36.52881393583739,0.45,0.00,206,name:Sho,10803.8,0,10803.8,982.1636363636363,0,982.1636363636363,5,64,10,3,2,10,0
Mobys,76561198059190306,S,,9,8,1,7,0.94174274727287,13,76,35,26,0,3,12,447,311.8,0,0,0,0,0,0,0,0,0,0,0,676,79.57726214455752,1.80,0.00,VIC,name:Mobys,7645.4,0,7645.4,849.4888888888888,0,849.4888888888888,2,55,21,1,2,9,3
BigChin,76561198039434493,S,,17,24,9,15,1.3109580311352533,57,180,43,78,0,41,22,1713,1276.1,40,42,0,0,0,0,0,0,0,0,0,1856,101.38075440779292,9.08,0.00,206,name:BigChin,16476.5,0,16476.5,969.2058823529412,0,969.2058823529412,1,78,98,11,30,16,6
custom,76561197961501827,S,,8,9,2,7,1.0286106137376663,15,103,25,32,2,17,21,685,474.5,13,10,0,0,0,0,0,0,0,0,0,842,96.23223741856833,2.45,0.00,206,name:custom,7874.7,0,7874.7,984.3375,0,984.3375,7,72,31,9,8,18,3
cloog,76561198120539424,S/G,,14,14,3,11,0.848536274925753,29,203,72,61,19,13,30,1248,888.2,4,3,2,9,2,2,5,1.3778322106552356,0.7777777777777778,0,0,1634,91.02782334189595,5.71,1.24,206,name:cloog,14849.1,1306.4,16155.5,1060.65,653.2,1009.71875,12,137,66,7,6,23,7
JacksonSmith,76561198378897447,S/G,,1,2,0,2,2,1,9,1,3,1,0,2,57,29.2,0,0,1,12,4,5,3,7.293354943273906,0.6666666666666667,0,0,189,122.05797933409875,0.17,3.13,VIC,name:JacksonSmith,900,493.6,1393.6,900,493.6,696.8,0,6,3,0,0,2,0
TTVSkitsArk,76561198375175355,S,,8,6,0,6,0.7230561171886507,4,78,20,23,0,3,7,406,247.89999999999998,0,0,0,0,0,0,0,0,0,0,0,480.5,57.90474405152444,0.59,0.00,206,name:TTVSkitsArk,7468.3,0,7468.3,933.5375,0,933.5375,1,54,24,1,2,4,3
THESWAGMAN,,S,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,206,name:THESWAGMAN,0,0,0,0,0,0,0,0,0,0,0,0,0
Rolot,76561198271654373,S,,14,5,0,5,0.35714285714285715,8,156,71,45,20,11,18,836,589.1,0,0,0,0,0,0,0,0,0,0,0,876,62.57142857142857,1.08,0.00,VIC,name:Rolot,12600,0,12600,900,0,900,10,132,24,6,5,17,1
Leo,76561198245601528,S/G,,0,0,0,0,0,0,15,5,2,0,0,1,75,45.4,0,0,3,28,1,15,12,0.22442770934118,0.9642857142857143,3,2,507.5,113.89706249064885,0.00,1.99,VAN,name:Leo,0,4010.2,4010.2,0,1336.7333333333333,1336.7333333333333,0,15,0,0,0,1,0
